Country Name,Series Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Barbados,Extent of director liability index (0 to 10),..,..,..,..,..,..,2,2,2,2,2,2
Barbados,Extent of disclosure index (0 to 10),..,..,..,..,..,..,2,2,2,2,2,2
Barbados,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,3.3,3.3,3.3,3.3
Barbados,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,4,4,4,4
Barbados,Labor tax and contributions (%),..,..,..,..,..,..,..,..,12.7,12.2,12.2,12.2
Barbados,Minimum paid-in capital required to start a business (% of income per capita),..,..,..,..,..,..,0,0,0,0,0,0
Barbados,Other taxes (%),..,..,..,..,..,..,..,..,..,2.9,3,3
Barbados,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,1,1,1,1,1,1
Barbados,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,73.6,73.6
Barbados,Private credit bureau coverage (% of adults),..,..,..,..,..,..,0,0,0,0,0,0
Barbados,Procedures required to build a warehouse (number),..,..,..,..,..,..,9,9,9,9,9,9
Barbados,Procedures required to connect to electricity (number),..,..,..,..,..,..,7,7,7,7,7,7
Barbados,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Barbados,Procedures required to register property (number),..,..,..,..,..,..,6,6,6,6,6,6
Barbados,Procedures required to start a business - Women (number),..,..,..,..,..,..,8,8,8,8,8,8
Barbados,Procedures required to start a business (number),..,..,..,..,..,..,8,8,8,8,8,8
Barbados,Profit tax (%),..,..,..,..,..,..,35,34.7,34.6,34.6,34.7,34.7
Barbados,Public credit registry coverage (% of adults),..,..,..,..,..,..,0,0,0,0,0,0
Barbados,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,11.5,11.5,11.5
Barbados,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,6,6,6
Barbados,Resolving Insolvency: cost (% of estate),..,..,..,..,..,..,15,15,15,15,15,15
Barbados,Resolving Insolvency: recovery rate (cents on the dollar),..,..,..,..,..,..,65.1,65.1,65.1,65.1,65.4,65.8
Barbados,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,3.3,3.3,3.3,3.3
Barbados,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,11,11,11,11
Barbados,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,3.5,3.5,3.5,3.5
Barbados,Tax payments (number),..,..,..,..,..,..,27,27,27,27,28,28
Barbados,Time required to build a warehouse (days),..,..,..,..,..,..,442,442,442,442,442,442
Barbados,Time required to connect to electricity (days),..,..,..,..,..,..,87,87,87,87,87,87
Barbados,Time required to enforce a contract (days),..,..,..,..,..,..,1340,1340,1340,1340,1340,1340
Barbados,Time required to register property (days),..,..,..,..,..,..,105,105,105,105,105,105
Barbados,Time required to start a business - Women (days),..,..,..,..,..,..,18,18,18,18,18,15
Barbados,Time required to start a business (days),..,..,..,..,..,..,18,18,18,18,18,15
Barbados,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,54,54,54
Barbados,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,74,74,74
Barbados,Time to prepare and pay taxes (hours),..,..,..,..,..,..,245,237,237,237,237,237
Barbados,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,1.8,1.8,1.8
Barbados,Total tax rate (% of profit),..,..,..,..,..,..,35,34.7,34.6,34.6,34.7,34.7
Barbados,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,350,350,350
Barbados,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,1585,1585,1585
Barbados,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,41,41,41
Barbados,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,104,104,104
Belarus,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,13,13,13
Belarus,Cost – Women (% of income per capita),32.9,26.8,9.5,8.3,2.1,2,1.6,2.5,0.9,0.9,0.9,0.6
Belarus,Cost to build a warehouse (% of income per capita),1.6,1.3,1.3,1,0.9,0.9,0.8,0.8,0.6,0.8,0.8,0.7
Belarus,Cost to enforce a contract (% of claim),23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4
Belarus,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,140,140,140
Belarus,Cost to get electricity (% of income per capita),..,..,..,..,1463.4,1383,1383.8,838.8,431.7,364.1,296.2,119.3
Belarus,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Belarus,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,0,0,0
Belarus,Cost to register property (% of property value),0.1,0.1,0.1,0,0,0,0,0,0,0,0,0
Belarus,Cost to start a business (% of income per capita),32.9,26.8,9.5,8.3,2.1,2,1.6,2.5,0.9,0.9,0.9,0.6
Belarus,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,2,2,2,2
Belarus,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Belarus,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,6,6,6,7
Belarus,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,50,37
Belarus,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,8,8,8,8
Belarus,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,5,5,5,5.7
Belarus,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,6,6,6,7
Belarus,Extent of director liability index (0 to 10),3,3,0,0,0,0,0,0,0,0,0,2
Belarus,Extent of disclosure index (0 to 10),1,1,5,5,5,5,7,7,7,7,7,7
Belarus,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,6.7,6.7,6.7,7
Belarus,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,6,6,6,6
Belarus,Labor tax and contributions (%),..,..,..,..,..,..,..,..,39,39,39,39
Belarus,Minimum paid-in capital required to start a business (% of income per capita),42.8,36.4,29.7,12.4,0,0,0,0,0,0,0,0
Belarus,Other taxes (%),..,..,..,..,..,..,..,..,..,1.1,1.1,1.1
Belarus,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,..,0,0,0,0
Belarus,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,50,50
Belarus,Private credit bureau coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Procedures required to build a warehouse (number),19,19,19,19,17,17,17,16,16,16,16,16
Belarus,Procedures required to connect to electricity (number),..,..,..,..,7,7,7,7,7,7,7,4
Belarus,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Belarus,Procedures required to register property (number),7,7,7,4,3,3,2,2,2,2,2,2
Belarus,Procedures required to start a business - Women (number),17,17,11,9,7,7,7,7,6,6,5,5
Belarus,Procedures required to start a business (number),17,17,11,9,7,7,7,7,6,6,5,5
Belarus,Profit tax (%),137.2,137.2,120.8,117.4,99.9,80.8,63,59.2,52,52.4,54,54.8
Belarus,Public credit registry coverage (% of adults),1.1,1.1,1.1,2.4,23.4,33.5,49.5,56.2,60.3,64.5,66.9,70.1
Belarus,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,21.5,21.5,23.5
Belarus,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,8,8,8
Belarus,Resolving Insolvency: cost (% of estate),22,22,22,22,22,22,22,22,22,22,22,20
Belarus,Resolving Insolvency: recovery rate (cents on the dollar),9.3,13.7,14.3,14.4,14.4,23.6,26,22.5,19.3,19.5,19.7,33.1
Belarus,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,6.7,6.7,6.7,7
Belarus,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,10,10,10,10
Belarus,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,5.8,5.8,5.8,6.3
Belarus,Tax payments (number),125,125,124,112,107,82,18,10,10,7,7,7
Belarus,Time required to build a warehouse (days),333,333,326,203,134,124,124,129,122,115,115,115
Belarus,Time required to connect to electricity (days),..,..,..,..,179,179,179,179,112,112,112,105
Belarus,Time required to enforce a contract (days),225,225,225,225,225,225,275,275,275,275,275,275
Belarus,Time required to register property (days),230,230,223,21,18,15,10,10,4,4,3,3
Belarus,Time required to start a business - Women (days),80,70,49,32,11,11,11,11,10,10,5,5
Belarus,Time required to start a business (days),80,70,49,32,11,11,11,11,10,10,5,5
Belarus,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,4,4,4
Belarus,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,4,4,4
Belarus,Time to prepare and pay taxes (hours),986.5,986.5,986.5,986.5,900,798,654,338,319,183,176,176
Belarus,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,3,3,1.5
Belarus,Total tax rate (% of profit),137.2,137.2,120.8,117.4,99.9,80.8,63,59.2,52,52.4,54,54.8
Belarus,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,108,108,108
Belarus,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,0,0,0
Belarus,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,5,5,5
Belarus,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,1,1,1
Belgium,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,12,12,12
Belgium,Cost – Women (% of income per capita),11.1,5.8,5.6,5.5,5.6,5.7,5.5,5.3,5.3,5.2,5,5
Belgium,Cost to build a warehouse (% of income per capita),1.3,1.3,1.2,1.2,1.1,1.2,1.1,1.1,1.1,1.1,1,1
Belgium,Cost to enforce a contract (% of claim),17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,18,18
Belgium,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,0,0,0
Belgium,Cost to get electricity (% of income per capita),..,..,..,..,91,96.7,95.3,92.6,92.5,92.3,102.4,102.4
Belgium,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Belgium,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,0,0,0
Belgium,Cost to register property (% of property value),12.8,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7
Belgium,Cost to start a business (% of income per capita),11.1,5.8,5.6,5.5,5.6,5.7,5.5,5.3,5.3,5.2,5,5
Belgium,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,4,4,4,4
Belgium,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Belgium,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,5,5,5,5
Belgium,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,38,42
Belgium,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,7,7,7,7
Belgium,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,7,7,7,7
Belgium,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,6,6,6,6
Belgium,Extent of director liability index (0 to 10),6,6,6,6,6,6,6,6,6,6,6,6
Belgium,Extent of disclosure index (0 to 10),8,8,8,8,8,8,8,8,8,8,8,8
Belgium,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,4.7,4.7,4.7,4.7
Belgium,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,4,4,4,4
Belgium,Labor tax and contributions (%),..,..,..,..,..,..,..,..,50.8,49.5,49.4,48.9
Belgium,Minimum paid-in capital required to start a business (% of income per capita),22.6,21.8,20.1,19.9,19.4,19.6,18.9,18.2,18.2,18.2,17.2,17
Belgium,Other taxes (%),..,..,..,..,..,..,..,..,..,0.6,0.6,0.6
Belgium,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,1,1,1,1,1,1
Belgium,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,88.3,88.3
Belgium,Private credit bureau coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Procedures required to build a warehouse (number),10,10,10,10,10,10,10,10,10,10,10,10
Belgium,Procedures required to connect to electricity (number),..,..,..,..,6,6,6,6,6,6,6,6
Belgium,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Belgium,Procedures required to register property (number),7,7,7,7,7,8,8,8,8,8,8,8
Belgium,Procedures required to start a business - Women (number),4,4,3,3,3,3,3,3,3,3,3,3
Belgium,Procedures required to start a business (number),4,4,3,3,3,3,3,3,3,3,3,3
Belgium,Profit tax (%),60.1,59.9,57.9,55.9,55.2,57.3,57.7,58.2,58,58.4,58.4,58.7
Belgium,Public credit registry coverage (% of adults),55.3,56.2,57.2,57.7,56.5,57.2,72.6,89,96.2,96.4,96.3,95.3
Belgium,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,23,23,22.5
Belgium,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,8,8,8
Belgium,Resolving Insolvency: cost (% of estate),3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Belgium,Resolving Insolvency: recovery rate (cents on the dollar),86.6,86.4,85.5,86.3,86.3,87.6,87.3,88.7,89,89.1,89.3,89.9
Belgium,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,4.7,4.7,4.7,4.7
Belgium,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,11.5,11.5,11.5,11.5
Belgium,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,5.8,5.8,5.8,5.8
Belgium,Tax payments (number),11,11,11,11,11,11,11,11,11,11,11,11
Belgium,Time required to build a warehouse (days),212,212,212,212,212,212,212,212,212,212,212,212
Belgium,Time required to connect to electricity (days),..,..,..,..,88,88,88,88,88,88,88,88
Belgium,Time required to enforce a contract (days),505,505,505,505,505,505,505,505,505,505,505,505
Belgium,Time required to register property (days),132,132,132,132,79,79,64,64,64,64,56,56
Belgium,Time required to start a business - Women (days),34,27,4,4,4,4,4,4,4,4,4,4
Belgium,Time required to start a business (days),34,27,4,4,4,4,4,4,4,4,4,4
Belgium,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,1,1,1
Belgium,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,1,1,1
Belgium,Time to prepare and pay taxes (hours),156,156,156,156,156,156,156,156,160,160,161,161
Belgium,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,0.9,0.9,0.9
Belgium,Total tax rate (% of profit),60.1,59.9,57.9,55.9,55.2,57.3,57.7,58.2,58,58.4,58.4,58.7
Belgium,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,0,0,0
Belgium,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,0,0,0
Belgium,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,0,0,0
Belgium,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,0,0,0
Belize,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,7,7,7
Belize,Cost – Women (% of income per capita),38.4,38,37,36.5,35.3,35.8,36.5,36.7,35.4,34.3,34.2,34.6
Belize,Cost to build a warehouse (% of income per capita),2.8,2.7,2.5,2.4,1.9,2.3,2.4,2.4,2.2,1.9,1.9,2
Belize,Cost to enforce a contract (% of claim),27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
Belize,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,28,28,28
Belize,Cost to get electricity (% of income per capita),..,..,..,..,297.1,358,383.3,388.2,346.5,309.7,304.2,319.9
Belize,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Belize,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,75,75,75
Belize,Cost to register property (% of property value),5,5,4.7,4.7,4.8,4.8,4.7,4.8,4.8,4.8,4.8,4.8
Belize,Cost to start a business (% of income per capita),38.4,38,37,36.5,35.3,35.8,36.5,36.7,35.4,34.3,34.2,34.6
Belize,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,4,4,4,4
Belize,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Belize,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,0,0,0,0
Belize,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,110,112
Belize,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,7,7,7,7
Belize,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,4.7,4.7,4.7,4.7
Belize,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,5,5,5,5
Belize,Extent of director liability index (0 to 10),4,4,4,4,4,4,4,4,4,4,4,4
Belize,Extent of disclosure index (0 to 10),3,3,3,3,3,3,3,3,3,3,3,3
Belize,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,4.7,4.7,4.7,4.7
Belize,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,7,7,7,7
Belize,Labor tax and contributions (%),..,..,..,..,..,..,..,..,7,5,5,5
Belize,Minimum paid-in capital required to start a business (% of income per capita),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Belize,Other taxes (%),..,..,..,..,..,..,..,..,..,1.4,1.4,1.4
Belize,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,1,1,1,1,1,1
Belize,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,97.6,97.6
Belize,Private credit bureau coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Belize,Procedures required to build a warehouse (number),15,15,15,15,15,15,15,15,15,15,15,15
Belize,Procedures required to connect to electricity (number),..,..,..,..,5,5,5,5,5,5,5,5
Belize,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Belize,Procedures required to register property (number),8,8,8,8,8,8,8,8,9,9,9,9
Belize,Procedures required to start a business - Women (number),9,9,9,9,9,9,9,9,9,9,9,9
Belize,Procedures required to start a business (number),9,9,9,9,9,9,9,9,9,9,9,9
Belize,Profit tax (%),34.7,34.8,34.8,33.2,33.2,33.2,33.2,33.2,31.1,31.1,31.1,31.1
Belize,Public credit registry coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Belize,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,11.5,11.5,11.5
Belize,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,4,4,4
Belize,Resolving Insolvency: cost (% of estate),22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
Belize,Resolving Insolvency: recovery rate (cents on the dollar),51.8,51.9,51.8,51.6,51.6,51.9,52.1,52.5,53.4,54.2,55,55.5
Belize,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,4.7,4.7,4.7,4.7
Belize,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,5,5,5,5
Belize,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,4.7,4.7,4.7,4.7
Belize,Tax payments (number),41,41,41,40,40,40,29,29,29,29,29,29
Belize,Time required to build a warehouse (days),109,109,109,109,109,109,109,109,109,109,109,109
Belize,Time required to connect to electricity (days),..,..,..,..,66,66,66,66,66,66,66,66
Belize,Time required to enforce a contract (days),990,892,892,892,892,892,892,892,892,892,892,892
Belize,Time required to register property (days),60,60,60,60,60,60,60,59,60,60,60,60
Belize,Time required to start a business - Women (days),57,44,43,43,43,43,43,43,43,43,43,43
Belize,Time required to start a business (days),57,44,43,43,43,43,43,43,43,43,43,43
Belize,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,38,38,38
Belize,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,36,36,36
Belize,Time to prepare and pay taxes (hours),147,147,147,147,147,147,147,147,147,147,147,147
Belize,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,2,2,2
Belize,Total tax rate (% of profit),34.7,34.8,34.8,33.2,33.2,33.2,33.2,33.2,31.1,31.1,31.1,31.1
Belize,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,710,710,710
Belize,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,688,688,688
Belize,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,96,96,96
Belize,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,48,48,48
Benin,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,7.5,7.5,7.5
Benin,Cost – Women (% of income per capita),168.2,211.1,197.2,198.2,157.4,154.4,149.9,126.9,122.8,55.9,45.4,3.8
Benin,Cost to build a warehouse (% of income per capita),3.9,4.5,4.2,3.8,3.2,3.1,3,2.9,3.3,3.2,3.4,3
Benin,Cost to enforce a contract (% of claim),64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7
Benin,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,80,80,80
Benin,Cost to get electricity (% of income per capita),..,..,..,..,13395.4,13148.1,12940.9,12207,12101.1,14654.9,14287.3,12581.5
Benin,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Benin,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,529,529,529
Benin,Cost to register property (% of property value),15.7,15.9,11.9,11.9,11.8,11.8,11.8,11.8,11.7,11.7,11.7,11.5
Benin,Cost to start a business (% of income per capita),168.2,211,197.1,198.1,157.3,154.3,149.9,126.8,122.7,55.8,45.3,3.7
Benin,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,6,6,6,6
Benin,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Benin,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,0,0,0,0
Benin,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,153,155
Benin,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,4,5,5,5
Benin,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,3.7,4.3,4.3,4.3
Benin,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,2,2,2,2
Benin,Extent of director liability index (0 to 10),1,1,1,1,1,1,1,1,1,1,1,1
Benin,Extent of disclosure index (0 to 10),6,6,6,6,6,6,6,6,6,7,7,7
Benin,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,3.7,3.7,3.7,3.7
Benin,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,5,5,5,5
Benin,Labor tax and contributions (%),..,..,..,..,..,..,..,..,27.3,26.4,26.4,26.4
Benin,Minimum paid-in capital required to start a business (% of income per capita),323.1,379.1,354.2,347,290.8,285.3,280.4,264.5,261.2,6.3,6.2,5.4
Benin,Other taxes (%),..,..,..,..,..,..,..,..,..,21,21,21
Benin,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Benin,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,48.9,48.9
Benin,Private credit bureau coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Benin,Procedures required to build a warehouse (number),10,10,10,10,10,10,10,9,13,13,13,13
Benin,Procedures required to connect to electricity (number),..,..,..,..,5,5,5,5,5,5,5,5
Benin,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Benin,Procedures required to register property (number),4,4,4,4,4,4,4,4,4,4,4,4
Benin,Procedures required to start a business - Women (number),11,11,11,11,11,11,10,9,8,8,8,6
Benin,Procedures required to start a business (number),10,10,10,10,10,10,9,8,7,7,7,5
Benin,Profit tax (%),72.1,72.1,72.1,72.1,68.4,62.7,62.7,62.7,63.3,57.3,57.4,57.4
Benin,Public credit registry coverage (% of adults),0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6
Benin,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,5.5,5.5,5.5
Benin,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,0,0,0
Benin,Resolving Insolvency: cost (% of estate),14.5,14.5,14.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5
Benin,Resolving Insolvency: recovery rate (cents on the dollar),5.4,23.7,22.6,16.7,16.7,20.2,20.2,20.2,18.1,18.5,18.5,19.7
Benin,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,3.7,3.7,3.7,3.7
Benin,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,9,9,9,9
Benin,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,3.7,4,4,4
Benin,Tax payments (number),55,55,55,55,55,55,55,55,55,55,57,57
Benin,Time required to build a warehouse (days),238,238,238,317,317,227,227,137,120,111,88,88
Benin,Time required to connect to electricity (days),..,..,..,..,172,172,158,158,158,90,90,90
Benin,Time required to enforce a contract (days),825,825,825,825,825,825,795,795,795,750,750,750
Benin,Time required to register property (days),120,120,120,120,120,120,120,120,120,120,120,120
Benin,Time required to start a business - Women (days),35,35,35,35,35,35,33,30,19,13,13,9
Benin,Time required to start a business (days),34,34,34,34,34,34,32,29,18,12,12,8
Benin,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,108,48,48
Benin,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,131,59,59
Benin,Time to prepare and pay taxes (hours),270,270,270,270,270,270,270,270,270,270,270,270
Benin,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,4,4,4
Benin,Total tax rate (% of profit),72.1,72.1,72.1,72.1,68.4,62.7,62.7,62.7,63.3,57.3,57.4,57.4
Benin,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,467,467,487
Benin,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,579,579,599
Benin,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,138,78,78
Benin,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,154,82,82
Bhutan,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,12,12,12
Bhutan,Cost – Women (% of income per capita),16.9,14.1,8.8,7.2,6.8,6.1,6.1,6,4.8,4.2,4,3.8
Bhutan,Cost to build a warehouse (% of income per capita),5.7,4.7,2.9,2.4,2.3,2,2,1.8,1.5,1.3,1.3,1.2
Bhutan,Cost to enforce a contract (% of claim),93.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,23.1,23.1,23.1
Bhutan,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,50,50,50
Bhutan,Cost to get electricity (% of income per capita),..,..,..,..,1019.9,908.5,911.7,828.2,693.1,582.9,550,525.4
Bhutan,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,50,50,50
Bhutan,Cost to register property (% of property value),5,5,5,5,5,5,5,5,5,5,5,5
Bhutan,Cost to start a business (% of income per capita),16.9,14.1,8.8,7.2,6.8,6.1,6.1,6,4.8,4.2,4,3.8
Bhutan,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,4,4,4,4
Bhutan,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,6,6,6,6
Bhutan,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,71,73
